,id,segment_id,title,caption_segment,sentiment
510,sZF5k3B8lvs,sZF5k3B8lvs_2,Live Iran Oli Protest,that if there is going to be petrol price many people here fear that this decision could have far-reaching consequences it stems from a number of issues while Iran has huge energy reserves its refining capability is limited and that makes it difficult to get fuel to the pumps the government is also fighting fuel smuggling to neighboring countries that's because Iran has some of the cheapest prices in the world due to its heavy subsidies and a weak currency the economy here has been struggling for years but since the United States withdrew from the 2015 nuclear deal last,1
511,sZF5k3B8lvs,sZF5k3B8lvs_3,Live Iran Oli Protest,year and reimpose a series of new sanctions on Iran things are getting much worse inflation was just over 40 percent without employment rates at over 14 percent officials here say that this fuel price increase will help people that its program very difficult to convince or mirror-neuron ian's dorset Aparri al Jazeera,-1
512,yncFVE6dnpQ,yncFVE6dnpQ_1,Live Lebanon Protest,the economy has been in turmoil for months a proposal to tax what be a free service triggered the protests in mid-october unemployment was rising on the Lebanese local currency the lira was losing value themselves for ministerial posts in the next cabin this new government of alleged technocrats was really just a smokescreen for the old ruling party elite so the protesters were really upset this is the third night of violence since Tuesday when activists said they plan to revive the momentum of the protest movement after a brief lull they announced what they called a week of,1
513,yncFVE6dnpQ,yncFVE6dnpQ_2,Live Lebanon Protest,rage they seemed to be living up to that promise the United Nations has already described events in Lebanon as dangerous chaos it is what or whether its next step,1
514,SN_LRrziNC8,SN_LRrziNC8_1,LIVE PROTEST USA #BLM #PROTEST #LOOTING #RIOT,[Music] [Applause] [Music] [Music] [Music] [Music] [Music],-1
515,BPDRUKeaaHM,BPDRUKeaaHM_1,Live India Protest After Citzen Law Bill,as military on many levels when culturally socially or on religious grounds and for that reason civil party and the opposition in this particular case by the All India to the replicated across states such as Kerala Punjab and in West Bengal no whistling or understand they were expecting a very large gathering of Trinamool Congress supported led by one that managee then Chief Minister they're also denouncing what the Delhi want to implement as soon as they possibly can for the moment it seems that the government may have a much longer fight on their hands and now on,-1
516,BPDRUKeaaHM,BPDRUKeaaHM_2,Live India Protest After Citzen Law Bill,chavala with this report from the city of karate in the state of Assam seventeen-year-old Sam and musician was killed in police by they mean go hottie in the capital of Assam where thousands have come out on the streets to protest against Indian government's citizenship Amendment Act this family is in tears they say while big blocks personna knees become a martyr in the largest struggle to protect Assamese culture that by ensuring that normal migrants get Indian citizenship and settle down in Assam they don't want anybody else to protest the vast all young men to stop the,1
517,BPDRUKeaaHM,BPDRUKeaaHM_3,Live India Protest After Citzen Law Bill,protests this incident has impacted the nature of protests in Assam they shifted from tire burning and good walking to more peaceful gatherings say one didn't have power okay he was just 17 when he a criminal he was on his way back from the protest but then they shot him just like that why did he shoot him who gave them the right to shoot him these students are sitting up day long hunger strike and such protests are going to become routine at least that seems to be the strategy of the biggest Students Union sound that's behind,1
518,BPDRUKeaaHM,BPDRUKeaaHM_4,Live India Protest After Citzen Law Bill,the movement these students say that they feel betrayed but the reason would either into nationalist party and that they'd be ability state by working the party to power they feel that the policies of this party and this government is against their interests - mystical because they now they have their most Goods concern both illegal migrants they will be there for science and they don't pay our sentiments our own issues so that's one would say that because if that we do because kept us honest our demonstrators people are chewing up outside shield stations and cash machines,-1
519,BPDRUKeaaHM,BPDRUKeaaHM_5,Live India Protest After Citzen Law Bill,the government has relaxed the curfew and most shops in the city authority has now reopened for the governments of the United States the United Kingdom and Canada have issued a travel warning to their citizens against traveling to the region the Internet in Assam still remains suspended so the people here on the ground say that's why did they want to go back to work and send their kids to school where resistance is only going to grow the Korea says it has conducted another crucial test its words,-1
520,eNTb4ASFm70,eNTb4ASFm70_1,"Greenville, SC protest!",what's up buddy here South Carolina accountability oh man it's been a while it's been a while since I've seen you guys how's everybody been doing I've been doing okay trying to take care of the family get some legal stuff taken care of but guess what I'm back and I'm better than ever on my way to downtown Greenville Donna for black lives matter protest we gotta see what's going on we gonna get the camera rolling how's everybody doing today don't be shy let me know you're here North Carolina time I had a woods going home Chris,-1
